#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
FECH	PPOX	1857583	1852758	9606.ENSP00000372326	9606.ENSP00000343943	0.462	0	0.286	0	0.095	0	0.900	0.888	0	0.995
ACACB	FASN	1852406	1848653	9606.ENSP00000341044	9606.ENSP00000304592	0.109	0	0	0	0.648	0	0.900	0.869	0	0.995
GLDC	PDPR	1857365	1847105	9606.ENSP00000370737	9606.ENSP00000288050	0.608	0	0	0	0.975	0	0	0.572	0	0.995
SHMT1	TYMS	1850087	1849803	9606.ENSP00000318868	9606.ENSP00000315644	0	0	0	0	0.115	0	0.900	0.953	0	0.995
CDK2	MCM5	1845906	1842548	9606.ENSP00000266970	9606.ENSP00000216122	0	0	0	0	0.872	0.144	0.900	0.661	0	0.995
YARS	FARS2	1855915	1846404	9606.ENSP00000362576	9606.ENSP00000274680	0.608	0	0	0	0.703	0.724	0	0.882	0	0.995
PSMB11	PSMA5	1859133	1846187	9606.ENSP00000386212	9606.ENSP00000271308	0	0	0.281	0	0.692	0.590	0.900	0.564	0	0.995
PSMB11	PSMB4	1859133	1847239	9606.ENSP00000386212	9606.ENSP00000290541	0	0	0	0	0.739	0.590	0.900	0.595	0	0.995
MAP3K4	MAP2K3	1857984	1852893	9606.ENSP00000375986	9606.ENSP00000345083	0	0	0	0.708	0	0.972	0.800	0.456	0	0.995
CASP3	CASP6	1849375	1845703	9606.ENSP00000311032	9606.ENSP00000265164	0	0	0	0.903	0	0.944	0.900	0.789	0	0.994
F13B	F13A1	1854585	1845635	9606.ENSP00000356382	9606.ENSP00000264870	0	0	0	0	0	0.812	0.900	0.750	0	0.994
MAP3K5	MAP2K4	1853780	1845147	9606.ENSP00000351908	9606.ENSP00000262445	0	0	0	0.651	0	0.915	0.900	0.971	0	0.994
TADA2A	TAF9	1843019	1842675	9606.ENSP00000225396	9606.ENSP00000217893	0	0	0	0	0	0.645	0.900	0.865	0	0.994
PSMB11	PSMB3	1859133	1843022	9606.ENSP00000386212	9606.ENSP00000225426	0	0	0	0	0.669	0.590	0.900	0.547	0	0.993
MAP3K5	MAP2K3	1853780	1852893	9606.ENSP00000351908	9606.ENSP00000345083	0	0	0	0.681	0	0.910	0.900	0.984	0	0.993
ACADM	EHHADH	1860801	1843305	9606.ENSP00000409612	9606.ENSP00000231887	0.608	0	0	0	0.244	0	0.900	0.806	0	0.993
PDK3	PDHA1	1859283	1857098	9606.ENSP00000387536	9606.ENSP00000369134	0	0	0	0	0	0.842	0.900	0.613	0	0.993
GSTT1	GSTA3	1843934	1842464	9606.ENSP00000248935	9606.ENSP00000211122	0	0	0	0	0	0	0.900	0.937	0	0.993
HADH	HADHB	1859056	1850713	9606.ENSP00000385638	9606.ENSP00000325136	0.462	0.006	0	0	0.158	0.360	0.900	0.820	0	0.993
GART	MTHFD1L	1857440	1854567	9606.ENSP00000371236	9606.ENSP00000356290	0.608	0	0	0	0.935	0	0	0.767	0	0.993
GLUL	glutamic acid	1849018	-100000611	9606.ENSP00000307900	-1.CID100000611	0	0	0	0	0	0.644	0.900	0.833	0	0.993
MAP2K7	MAP3K2	1858552	1852699	9606.ENSP00000381066	9606.ENSP00000343463	0	0	0	0.662	0	0.921	0.900	0.626	0	0.993
TRAF1	MAP3K5	1856007	1853780	9606.ENSP00000362994	9606.ENSP00000351908	0	0	0	0	0	0.567	0.900	0.866	0	0.993
PSMB11	PSMB1	1859133	1845087	9606.ENSP00000386212	9606.ENSP00000262193	0	0	0	0	0.733	0.590	0.900	0.482	0	0.993
YARS	MARS	1855915	1845042	9606.ENSP00000362576	9606.ENSP00000262027	0.257	0.063	0	0	0.270	0.827	0	0.934	0	0.993
PKM	ENO2	1850212	1843192	9606.ENSP00000320171	9606.ENSP00000229277	0.284	0	0	0	0.974	0	0	0.683	0	0.993
HDAC9	KAT2B	1860731	1845408	9606.ENSP00000408617	9606.ENSP00000263754	0	0	0	0	0	0.444	0.900	0.869	0	0.992
PSMB11	PSMA3	1859133	1842599	9606.ENSP00000386212	9606.ENSP00000216455	0	0	0	0	0.490	0.590	0.900	0.694	0	0.992
PDHA1	PDK1	1857098	1846769	9606.ENSP00000369134	9606.ENSP00000282077	0	0	0	0	0	0.842	0.900	0.583	0	0.992
GUCY1A3	GUCY1B3	1847748	1845543	9606.ENSP00000296518	9606.ENSP00000264424	0	0	0.524	0.816	0.088	0.900	0.900	0.910	0	0.992
SRC	MMP2	1853652	1842719	9606.ENSP00000350941	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.931	0	0.992
HSP90AA1	HSPA5	1851814	1850618	9606.ENSP00000335153	9606.ENSP00000324173	0	0	0	0	0.427	0.901	0	0.881	0	0.992
CASP8	CASP6	1853692	1845703	9606.ENSP00000351273	9606.ENSP00000265164	0	0	0	0.784	0	0.916	0.900	0.681	0	0.992
HDAC2	DNMT3B	1861837	1851052	9606.ENSP00000430432	9606.ENSP00000328547	0	0	0	0	0	0.808	0.900	0.618	0	0.992
PKLR	ENO2	1852273	1843192	9606.ENSP00000339933	9606.ENSP00000229277	0.284	0	0	0	0.974	0	0	0.579	0	0.991
MCCC2	MCCC1	1852725	1845775	9606.ENSP00000343657	9606.ENSP00000265594	0.462	0.037	0	0	0.671	0.360	0	0.937	0	0.991
GZMA	APEX1	1846373	1842615	9606.ENSP00000274306	9606.ENSP00000216714	0	0	0	0	0	0.804	0.900	0.610	0	0.991
MAP3K5	MAP3K6	1853780	1853554	9606.ENSP00000351908	9606.ENSP00000350195	0	0	0	0.942	0	0.914	0.900	0.934	0	0.991
CYP17A1	HSD3B2	1855129	1855019	9606.ENSP00000358903	9606.ENSP00000358424	0	0	0	0	0	0.149	0.900	0.896	0	0.990
PFKM	HK2	1852972	1847242	9606.ENSP00000345771	9606.ENSP00000290573	0	0	0	0	0.071	0	0.900	0.901	0	0.990
SHMT2	ATIC	1851612	1843445	9606.ENSP00000333667	9606.ENSP00000236959	0	0	0	0	0.736	0	0.900	0.660	0	0.990
HSD3B1	HSD17B6	1855017	1850063	9606.ENSP00000358421	9606.ENSP00000318631	0	0	0	0	0	0	0.900	0.908	0	0.990
CYP17A1	HSD3B1	1855129	1855017	9606.ENSP00000358903	9606.ENSP00000358421	0	0	0	0	0	0.149	0.900	0.902	0	0.990
CDK1	HSP90AA1	1858283	1851814	9606.ENSP00000378699	9606.ENSP00000335153	0	0	0	0	0	0.749	0.900	0.656	0	0.990
GRHPR	AGXT	1849624	1848429	9606.ENSP00000313432	9606.ENSP00000302620	0.116	0	0	0	0.135	0	0.900	0.882	0	0.989
SHMT1	ATIC	1850087	1843445	9606.ENSP00000318868	9606.ENSP00000236959	0	0	0	0	0.736	0	0.900	0.641	0	0.989
ACADS	EHHADH	1843634	1843305	9606.ENSP00000242592	9606.ENSP00000231887	0.608	0	0	0	0.178	0	0.900	0.712	0	0.989
PARS2	EPRS	1855455	1854472	9606.ENSP00000360327	9606.ENSP00000355890	0	0	0	0	0.179	0.102	0.800	0.935	0	0.989
CASP7	GZMB	1855004	1842586	9606.ENSP00000358327	9606.ENSP00000216341	0	0	0	0	0	0.809	0.900	0.503	0	0.989
MBTPS1	SPHK1	1852786	1849643	9606.ENSP00000344223	9606.ENSP00000313681	0	0	0	0	0	0.576	0	0.974	0	0.989
MCM8	MCM9	1856948	1849712	9606.ENSP00000368174	9606.ENSP00000314505	0	0	0.421	0.718	0.549	0.667	0.900	0.919	0	0.989
MMP1	CTSG	1850481	1842584	9606.ENSP00000322788	9606.ENSP00000216336	0	0	0	0	0	0	0.900	0.896	0	0.989
PFKL	ALDOC	1846114	1843081	9606.ENSP00000269848	9606.ENSP00000226253	0	0	0	0	0.444	0	0.900	0.819	0	0.989
MTHFD1	ATIC	1862707	1843445	9606.ENSP00000450560	9606.ENSP00000236959	0.454	0	0	0	0.430	0	0.900	0.703	0	0.989
PSMB11	PSMB7	1859133	1844696	9606.ENSP00000386212	9606.ENSP00000259457	0	0	0.277	0.722	0.754	0.433	0.900	0.887	0	0.989
AGXT	AGXT2	1848429	1843287	9606.ENSP00000302620	9606.ENSP00000231420	0	0	0	0	0.077	0	0.900	0.882	0	0.988
PFKP	ALDOB	1857335	1856191	9606.ENSP00000370517	9606.ENSP00000363988	0	0	0	0	0.444	0	0.900	0.803	0	0.988
PFKP	ALDOC	1857335	1843081	9606.ENSP00000370517	9606.ENSP00000226253	0	0	0	0	0.444	0	0.900	0.816	0	0.988
DNM2	NOS3	1853228	1847875	9606.ENSP00000347890	9606.ENSP00000297494	0	0	0	0	0	0	0.900	0.890	0	0.988
GALK2	GALE	1862829	1856128	9606.ENSP00000453129	9606.ENSP00000363621	0.462	0	0	0	0.663	0.671	0	0.829	0	0.988
PFKM	ALDOC	1852972	1843081	9606.ENSP00000345771	9606.ENSP00000226253	0	0	0	0	0.444	0	0.900	0.816	0	0.988
FARSB	FARS2	1846746	1846404	9606.ENSP00000281828	9606.ENSP00000274680	0.462	0	0	0	0.682	0.566	0	0.857	0	0.988
PDE6G	PDE6A	1851037	1844368	9606.ENSP00000328412	9606.ENSP00000255266	0	0	0	0	0.070	0.566	0.900	0.750	0	0.988
PPOX	CPOX	1852758	1845499	9606.ENSP00000343943	9606.ENSP00000264193	0	0	0	0	0.112	0	0.900	0.879	0	0.988
F7	GGCX	1856334	1843370	9606.ENSP00000364731	9606.ENSP00000233838	0	0	0	0	0	0.576	0.900	0.741	0	0.988
ALDOB	PFKM	1856191	1852972	9606.ENSP00000363988	9606.ENSP00000345771	0	0	0	0	0.444	0	0.900	0.804	0	0.988
PFKP	ALDOA	1857335	1851945	9606.ENSP00000370517	9606.ENSP00000336927	0	0	0	0	0.444	0	0.900	0.803	0	0.988
ALDOB	PFKL	1856191	1846114	9606.ENSP00000363988	9606.ENSP00000269848	0	0	0	0	0.444	0	0.900	0.816	0	0.988
ALDOA	PFKL	1851945	1846114	9606.ENSP00000336927	9606.ENSP00000269848	0	0	0	0	0.444	0	0.900	0.816	0	0.988
CTSS	CTSD	1854929	1843439	9606.ENSP00000357981	9606.ENSP00000236671	0	0	0	0	0	0	0.900	0.885	0	0.988
ALDOA	PKM	1851945	1850212	9606.ENSP00000336927	9606.ENSP00000320171	0	0	0	0	0.683	0	0.800	0.811	0	0.987
PFKP	HK2	1857335	1847242	9606.ENSP00000370517	9606.ENSP00000290573	0	0	0	0	0.071	0	0.900	0.872	0	0.987
PFKP	PFKL	1857335	1846114	9606.ENSP00000370517	9606.ENSP00000269848	0	0	0.527	0.979	0	0.980	0.360	0.829	0	0.987
YARS	YARS2	1855915	1850272	9606.ENSP00000362576	9606.ENSP00000320658	0.222	0	0	0	0.064	0	0.800	0.927	0	0.987
ENO3	PGAM2	1850612	1847848	9606.ENSP00000324105	9606.ENSP00000297283	0.089	0	0	0	0.433	0.087	0.900	0.767	0	0.987
IDH3A	IDH3G	1848074	1842676	9606.ENSP00000299518	9606.ENSP00000217901	0	0	0.527	0.915	0.863	0.897	0	0.925	0	0.987
HADH	ACAA2	1859056	1846948	9606.ENSP00000385638	9606.ENSP00000285093	0.462	0.031	0	0	0.158	0.360	0.900	0.629	0	0.987
SRC	DNM2	1853652	1853228	9606.ENSP00000350941	9606.ENSP00000347890	0	0	0	0	0	0.598	0	0.969	0	0.987
HK2	PFKL	1847242	1846114	9606.ENSP00000290573	9606.ENSP00000269848	0	0	0	0	0.071	0	0.900	0.872	0	0.987
GLUD1	glutamic acid	1846542	-100000611	9606.ENSP00000277865	-1.CID100000611	0	0	0	0	0	0.794	0.900	0.446	0	0.987
SULT1A1	p-nitrophenol	1850407	-100000980	9606.ENSP00000321988	-1.CID100000980	0	0	0	0	0	0.800	0.800	0.705	0	0.987
PTGES2	PTGES3	1852923	1845046	9606.ENSP00000345341	9606.ENSP00000262033	0	0	0	0	0	0	0.800	0.935	0	0.986
PKM	ALDOC	1850212	1843081	9606.ENSP00000320171	9606.ENSP00000226253	0	0	0	0	0.683	0.068	0.800	0.799	0	0.986
GAD1	glutamic acid	1853649	-100000611	9606.ENSP00000350928	-1.CID100000611	0	0	0	0	0	0	0.900	0.865	0	0.986
MMP14	FURIN	1849042	1846002	9606.ENSP00000308208	9606.ENSP00000268171	0	0	0	0	0	0.567	0.900	0.721	0	0.986
PFKM	ALDOA	1852972	1851945	9606.ENSP00000345771	9606.ENSP00000336927	0	0	0	0	0.444	0	0.900	0.777	0	0.986
PDXK	PNPO	1847295	1843033	9606.ENSP00000291565	9606.ENSP00000225573	0	0	0	0	0	0	0.900	0.867	0	0.986
CDK1	CDK7	1858283	1844436	9606.ENSP00000378699	9606.ENSP00000256443	0	0	0.484	0.929	0.077	0.845	0.900	0.993	0	0.986
EPRS	MARS2	1854472	1846779	9606.ENSP00000355890	9606.ENSP00000282276	0.088	0	0	0	0.288	0.724	0	0.931	0	0.986
TRAF1	CASP8	1856007	1853692	9606.ENSP00000362994	9606.ENSP00000351273	0	0	0	0	0	0.968	0	0.588	0	0.986
GLS2	glutamic acid	1849295	-100000611	9606.ENSP00000310447	-1.CID100000611	0	0	0	0	0	0.742	0.900	0.501	0	0.986
PDHA1	PDK4	1857098	1842125	9606.ENSP00000369134	9606.ENSP00000005178	0	0	0	0	0	0.643	0.900	0.655	0	0.986
DHFR	FPGS	1859928	1855863	9606.ENSP00000396308	9606.ENSP00000362344	0	0	0	0	0	0	0.900	0.871	0	0.986
GSTA1	GSTT1	1851878	1843934	9606.ENSP00000335620	9606.ENSP00000248935	0	0	0	0	0	0	0.900	0.867	0	0.986
HAO2	AGXT	1849865	1848429	9606.ENSP00000316339	9606.ENSP00000302620	0	0	0	0	0.681	0.165	0.900	0.565	0	0.986
ALDOA	ENO3	1851945	1850612	9606.ENSP00000336927	9606.ENSP00000324105	0	0	0	0	0.736	0.246	0.800	0.677	0	0.985
CDK2	CDK7	1845906	1844436	9606.ENSP00000266970	9606.ENSP00000256443	0	0	0.490	0.937	0.077	0.842	0.900	0.995	0	0.985
NOS3	ARG2	1847875	1844992	9606.ENSP00000297494	9606.ENSP00000261783	0	0	0	0	0	0	0.900	0.863	0	0.985
BPGM	GAPDH	1852543	1843185	9606.ENSP00000342032	9606.ENSP00000229239	0	0	0	0	0.184	0.670	0.900	0.513	0	0.985
EHHADH	GCDH	1843305	1842891	9606.ENSP00000231887	9606.ENSP00000222214	0.608	0	0	0	0.178	0	0.900	0.614	0	0.985
UROS	UROD	1854878	1843815	9606.ENSP00000357775	9606.ENSP00000246337	0.284	0	0	0	0	0	0.900	0.807	0	0.985
GSTO1	GSTT1	1855084	1843934	9606.ENSP00000358727	9606.ENSP00000248935	0	0	0	0	0	0.644	0.900	0.634	0	0.985
GLUL	GLUD1	1849018	1846542	9606.ENSP00000307900	9606.ENSP00000277865	0	0	0	0	0.071	0	0.900	0.860	0	0.985
GART	SHMT1	1857440	1850087	9606.ENSP00000371236	9606.ENSP00000318868	0.170	0	0	0	0.931	0	0	0.760	0	0.985
GART	SHMT2	1857440	1851612	9606.ENSP00000371236	9606.ENSP00000333667	0.170	0	0	0	0.931	0	0	0.759	0	0.985
MAP2K7	MAP3K11	1858552	1849203	9606.ENSP00000381066	9606.ENSP00000309597	0	0	0	0.652	0	0.831	0.900	0.570	0	0.985
WEE2	HSP90AA1	1858500	1851814	9606.ENSP00000380675	9606.ENSP00000335153	0	0	0	0	0	0.890	0	0.866	0	0.984
MTHFD1	TYMS	1862707	1849803	9606.ENSP00000450560	9606.ENSP00000315644	0.126	0	0	0	0	0	0.900	0.832	0	0.984
ALDOB	PKM	1856191	1850212	9606.ENSP00000363988	9606.ENSP00000320171	0	0	0	0	0.683	0	0.800	0.775	0	0.984
MAP3K7	MAP3K3	1855005	1854258	9606.ENSP00000358335	9606.ENSP00000354927	0	0	0	0.638	0	0.819	0.900	0.491	0	0.984
TAF9B	TADA2A	1852271	1843019	9606.ENSP00000339917	9606.ENSP00000225396	0	0	0	0	0	0.645	0.900	0.597	0	0.984
LIG4	APLF	1853434	1848904	9606.ENSP00000349393	9606.ENSP00000307004	0	0	0	0	0	0.806	0.900	0.250	0	0.984
ALDOA	GAPDH	1851945	1843185	9606.ENSP00000336927	9606.ENSP00000229239	0.284	0	0	0	0.265	0.202	0.900	0.682	0	0.984
GALK2	GALM	1862829	1846241	9606.ENSP00000453129	9606.ENSP00000272252	0.462	0	0	0	0.279	0.359	0.900	0.465	0	0.984
MAP2K7	MAP3K5	1858552	1853780	9606.ENSP00000381066	9606.ENSP00000351908	0	0	0	0.664	0	0.820	0.900	0.576	0	0.984
MAP3K7	MAP2K4	1855005	1845147	9606.ENSP00000358335	9606.ENSP00000262445	0	0	0	0.659	0	0.816	0.900	0.596	0	0.984
HADH	ACAA1	1859056	1851610	9606.ENSP00000385638	9606.ENSP00000333664	0.462	0.079	0	0	0.158	0.360	0.900	0.541	0	0.984
ACADM	HADHB	1860801	1850713	9606.ENSP00000409612	9606.ENSP00000325136	0.347	0	0	0	0.288	0	0.900	0.699	0	0.984
PDHA1	PKM	1857098	1850212	9606.ENSP00000369134	9606.ENSP00000320171	0	0	0	0	0.674	0	0.900	0.544	0	0.983
HDAC9	HDAC7	1860731	1842249	9606.ENSP00000408617	9606.ENSP00000080059	0	0	0	0.889	0	0.829	0.900	0.582	0	0.983
KAT2B	HDAC5	1845408	1843067	9606.ENSP00000263754	9606.ENSP00000225983	0	0	0	0	0	0.444	0.900	0.720	0	0.983
GSTT1	GSTM2	1843934	1843595	9606.ENSP00000248935	9606.ENSP00000241337	0	0	0	0	0	0	0.900	0.843	0	0.983
CASP7	CASP8	1855004	1853692	9606.ENSP00000358327	9606.ENSP00000351273	0	0	0	0.806	0	0.811	0.900	0.906	0	0.983
PSMB11	PSMA7	1859133	1855365	9606.ENSP00000386212	9606.ENSP00000359910	0	0	0	0	0.512	0.466	0.900	0.441	0	0.983
PDK2	PDHA1	1861508	1857098	9606.ENSP00000420927	9606.ENSP00000369134	0	0	0	0	0	0.643	0.900	0.574	0	0.983
CASP2	CASP3	1849559	1849375	9606.ENSP00000312664	9606.ENSP00000311032	0	0	0	0.792	0.069	0.793	0.900	0.949	0	0.983
HDAC1	HDAC7	1855935	1842249	9606.ENSP00000362649	9606.ENSP00000080059	0	0	0	0.663	0	0.756	0.900	0.875	0	0.982
ALDOB	GAPDH	1856191	1843185	9606.ENSP00000363988	9606.ENSP00000229239	0.284	0	0	0	0.265	0.202	0.900	0.656	0	0.982
FPGS	glutamic acid	1855863	-100000611	9606.ENSP00000362344	-1.CID100000611	0	0	0	0	0	0.690	0.900	0.472	0	0.982
CYP17A1	HSD17B6	1855129	1850063	9606.ENSP00000358903	9606.ENSP00000318631	0	0	0	0	0	0	0.900	0.828	0	0.982
PSMA1	PSMB11	1861079	1859133	9606.ENSP00000414359	9606.ENSP00000386212	0	0	0	0	0.440	0.467	0.900	0.487	0	0.982
GAPDH	ALDOC	1843185	1843081	9606.ENSP00000229239	9606.ENSP00000226253	0.284	0	0	0	0.265	0.202	0.900	0.656	0	0.982
MYLK	MYH14	1853981	1845102	9606.ENSP00000353452	9606.ENSP00000262269	0	0	0	0	0.072	0	0	0.982	0	0.982
MAP3K4	MAP2K4	1857984	1845147	9606.ENSP00000375986	9606.ENSP00000262445	0	0	0	0.682	0	0.806	0.900	0.421	0	0.982
UCKL1	UMPS	1853023	1843321	9606.ENSP00000346155	9606.ENSP00000232607	0	0	0	0	0.264	0.453	0.900	0.619	0	0.982
PDE6B	PDE6G	1861473	1851037	9606.ENSP00000420295	9606.ENSP00000328412	0	0	0	0	0.070	0.566	0.900	0.608	0	0.982
CAPN1	CAPNS1	1846625	1843820	9606.ENSP00000279247	9606.ENSP00000246533	0	0	0	0.902	0	0.812	0.900	0.828	0	0.982
PSMB11	PSMB6	1859133	1846162	9606.ENSP00000386212	9606.ENSP00000270586	0	0	0.319	0.777	0.657	0.360	0.900	0.879	0	0.982
ACADM	ACAA2	1860801	1846948	9606.ENSP00000409612	9606.ENSP00000285093	0.347	0	0	0	0.288	0	0.900	0.641	0	0.981
IVD	MCCC1	1861355	1845775	9606.ENSP00000418397	9606.ENSP00000265594	0	0	0	0	0.668	0	0.900	0.500	0	0.981
ALDOB	ENO3	1856191	1850612	9606.ENSP00000363988	9606.ENSP00000324105	0	0	0	0	0.736	0	0.800	0.677	0	0.981
RANBP2	HDAC4	1846837	1845573	9606.ENSP00000283195	9606.ENSP00000264606	0	0	0	0	0.112	0.623	0.900	0.508	0	0.981
ENO3	ALDOC	1850612	1843081	9606.ENSP00000324105	9606.ENSP00000226253	0	0	0	0	0.736	0	0.800	0.680	0	0.981
HAGH	GLO1	1858485	1855892	9606.ENSP00000380514	9606.ENSP00000362463	0	0	0	0	0.078	0	0.900	0.817	0	0.981
ALDOA	ALDOC	1851945	1843081	9606.ENSP00000336927	9606.ENSP00000226253	0	0	0.527	0.985	0	0.907	0.800	0.860	0	0.981
MAP2K7	MAP2K4	1858552	1845147	9606.ENSP00000381066	9606.ENSP00000262445	0	0	0.498	0.909	0	0.804	0.900	0.827	0	0.981
MAOB	COMT	1856806	1854135	9606.ENSP00000367309	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.816	0	0.980
KAT2B	HDAC7	1845408	1842249	9606.ENSP00000263754	9606.ENSP00000080059	0	0	0	0	0	0.444	0.900	0.673	0	0.980
MAP2K7	DUSP10	1858552	1854467	9606.ENSP00000381066	9606.ENSP00000355866	0	0	0	0	0	0.960	0	0.527	0	0.980
WARS	WARS2	1853177	1843427	9606.ENSP00000347495	9606.ENSP00000235521	0	0	0	0	0	0.225	0.800	0.887	0	0.980
CDK8	KAT2B	1857394	1845408	9606.ENSP00000370938	9606.ENSP00000263754	0	0	0	0	0	0.542	0.900	0.609	0	0.980
PGAM1	ENO3	1855378	1850612	9606.ENSP00000359991	9606.ENSP00000324105	0.089	0	0	0	0.433	0.087	0.900	0.655	0	0.980
BHMT	AHCY	1846377	1842666	9606.ENSP00000274353	9606.ENSP00000217426	0.119	0	0	0	0	0	0.900	0.795	0	0.980
IMPDH2	ATIC	1850365	1843445	9606.ENSP00000321584	9606.ENSP00000236959	0.251	0	0	0	0.275	0.149	0.900	0.650	0	0.980
GALE	UGDH	1856128	1850153	9606.ENSP00000363621	9606.ENSP00000319501	0.341	0	0	0	0	0	0.900	0.723	0	0.980
CASP7	CASP2	1855004	1849559	9606.ENSP00000358327	9606.ENSP00000312664	0	0	0	0.744	0.078	0.751	0.900	0.908	0	0.980
HSD17B3	HSD3B2	1856269	1855019	9606.ENSP00000364412	9606.ENSP00000358424	0	0	0	0	0	0	0.900	0.804	0	0.979
PSMB11	PSMA4	1859133	1842214	9606.ENSP00000386212	9606.ENSP00000044462	0	0	0	0	0.288	0.590	0.900	0.372	0	0.979
TYMP	UMPS	1844096	1843321	9606.ENSP00000252029	9606.ENSP00000232607	0	0	0	0	0	0	0.900	0.804	0	0.979
MTHFD1	DHFR	1862707	1859928	9606.ENSP00000450560	9606.ENSP00000396308	0.098	0	0	0	0	0	0.900	0.788	0	0.979
CMPK1	CMPK2	1855566	1844464	9606.ENSP00000360939	9606.ENSP00000256722	0	0	0	0	0.071	0.240	0.800	0.871	0	0.979
HSD17B3	HSD3B1	1856269	1855017	9606.ENSP00000364412	9606.ENSP00000358421	0	0	0	0	0	0	0.900	0.803	0	0.979
ALDH7A1	GAD1	1859243	1853649	9606.ENSP00000387123	9606.ENSP00000350928	0	0	0	0	0.069	0.097	0.900	0.788	0	0.979
ALDH1A1	ADH4	1847903	1845763	9606.ENSP00000297785	9606.ENSP00000265512	0	0	0	0	0	0	0.900	0.791	0	0.978
HSP90AA1	CFTR	1851814	1842118	9606.ENSP00000335153	9606.ENSP00000003084	0	0	0	0	0.095	0.927	0	0.698	0	0.978
PKM	PDHA2	1850212	1847558	9606.ENSP00000320171	9606.ENSP00000295266	0	0	0	0	0.674	0	0.900	0.386	0	0.978
TYMS	DTYMK	1849803	1848672	9606.ENSP00000315644	9606.ENSP00000304802	0.064	0	0	0	0.178	0	0.900	0.755	0	0.978
TAF9B	KAT2B	1852271	1845408	9606.ENSP00000339917	9606.ENSP00000263754	0	0	0	0	0	0.578	0.900	0.532	0	0.978
MGLL	LIPE	1845675	1843708	9606.ENSP00000265052	9606.ENSP00000244289	0	0	0	0	0	0	0.900	0.792	0	0.978
UCK2	UMPS	1854680	1843321	9606.ENSP00000356853	9606.ENSP00000232607	0	0	0	0	0.112	0	0.900	0.777	0	0.978
PROC	GGCX	1843382	1843370	9606.ENSP00000234071	9606.ENSP00000233838	0	0	0	0	0	0.576	0.900	0.514	0	0.977
HAO1	AGXT	1856931	1848429	9606.ENSP00000368066	9606.ENSP00000302620	0	0	0	0	0.681	0.165	0.900	0.253	0	0.977
NOS3	GUCY1B3	1847875	1845543	9606.ENSP00000297494	9606.ENSP00000264424	0	0	0	0	0	0.576	0.900	0.513	0	0.977
MTHFD1	MTHFD1L	1862707	1854567	9606.ENSP00000450560	9606.ENSP00000356290	0.608	0	0.527	0.968	0.115	0.403	0.900	0.946	0	0.977
SRC	staurosporine	1853652	-100005279	9606.ENSP00000350941	-1.CID100005279	0	0	0	0	0	0.972	0	0.213	0	0.977
HADHB	ACADS	1850713	1843634	9606.ENSP00000325136	9606.ENSP00000242592	0.347	0	0	0	0.225	0	0.900	0.612	0	0.977
CDK1	LPIN1	1858283	1844463	9606.ENSP00000378699	9606.ENSP00000256720	0	0	0	0	0.078	0.445	0.900	0.603	0	0.977
GLUD2	glutamic acid	1850940	-100000611	9606.ENSP00000327589	-1.CID100000611	0	0	0	0	0	0.724	0.900	0.195	0	0.976
PTGDS	HPGDS	1855521	1847557	9606.ENSP00000360687	9606.ENSP00000295256	0	0	0	0	0	0.576	0.800	0.745	0	0.976
ADH7	ALDH1B1	1861470	1856733	9606.ENSP00000420269	9606.ENSP00000366927	0	0	0	0	0	0	0.900	0.773	0	0.976
BHMT	DMGDH	1846377	1844361	9606.ENSP00000274353	9606.ENSP00000255189	0	0	0	0	0.084	0	0.900	0.766	0	0.976
PGM3	GNPNAT1	1861666	1842592	9606.ENSP00000425809	9606.ENSP00000216410	0	0	0	0	0.180	0	0.900	0.726	0	0.975
PFKM	PKLR	1852972	1852273	9606.ENSP00000345771	9606.ENSP00000339933	0.462	0	0	0	0.682	0	0	0.866	0	0.975
ACAA2	ACADS	1846948	1843634	9606.ENSP00000285093	9606.ENSP00000242592	0.347	0	0	0	0.225	0	0.900	0.570	0	0.975
PKLR	PFKL	1852273	1846114	9606.ENSP00000339933	9606.ENSP00000269848	0.462	0	0	0	0.682	0	0	0.868	0	0.975
PTGES	PTGES3	1852589	1845046	9606.ENSP00000342385	9606.ENSP00000262033	0	0	0	0	0	0	0.800	0.881	0	0.975
HSD17B3	CYP17A1	1856269	1855129	9606.ENSP00000364412	9606.ENSP00000358903	0	0	0	0	0	0	0.900	0.765	0	0.975
ACADM	ACAA1	1860801	1851610	9606.ENSP00000409612	9606.ENSP00000333664	0.347	0	0	0	0.225	0	0.900	0.579	0	0.975
HSP90AA1	CLPB	1851814	1847462	9606.ENSP00000335153	9606.ENSP00000294053	0.087	0	0	0	0.484	0.649	0	0.870	0	0.975
LIG4	PNKP	1853434	1850550	9606.ENSP00000349393	9606.ENSP00000323511	0	0	0	0	0	0.651	0.900	0.342	0	0.975
HSD3B2	HSD17B6	1855019	1850063	9606.ENSP00000358424	9606.ENSP00000318631	0	0	0	0	0	0	0.900	0.769	0	0.975
ADH6	ALDH1B1	1858245	1856733	9606.ENSP00000378359	9606.ENSP00000366927	0	0	0	0	0	0	0.900	0.764	0	0.975
